,FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
0,SE8_00076,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,0.97,0.22,100.0,1.96,0.62,,,A,324.4,20.1,A,425.4,16.1,473.3
1,SE8_00078,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.07,0.23,100.0,1.98,0.7,,,A,322.5,19.9,A,425.5,15.9,473.3
2,SE8_00079,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.0,0.22,100.0,1.92,0.65,,,A,323.0,20.0,A,425.4,16.1,473.3
3,SE8_00080,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.03,0.25,100.0,1.97,0.67,,,A,324.2,20.1,A,425.5,16.2,473.3
4,SE8_00081,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.03,0.25,100.0,1.99,0.67,,,A,323.7,20.2,A,425.4,16.4,473.3
5,SE8_00082,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.0,0.23,100.0,1.94,0.64,,,A,323.2,20.1,A,425.5,16.1,473.3
6,SE8_00083,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,0.99,0.23,100.0,1.98,0.66,,,A,320.7,19.4,A,425.5,15.8,473.3
7,SE8_00084,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.0,0.21,100.0,1.81,0.61,,,A,323.5,20.1,A,425.5,16.1,473.4
8,SE8_00085,A,2016.06.03,2016.06.03,2016.06.04,2016.06.05,A,1.0,0.2,100.0,1.78,0.65,,,A,323.1,19.8,A,425.5,16.0,473.3
9,SE7_00065,A,2016.06.03,2016.06.03,2016.08.09,,A,1.01,0.11,100.0,1.48,0.64,,,A,322.8,19.4,A,425.4,16.1,450.2
10,SE7_00066,A,2016.06.03,2016.06.03,2016.08.09,,A,0.98,0.11,100.0,1.57,0.64,,,A,322.8,19.5,A,425.4,16.2,450.2
11,SE7_00067,A,2016.06.03,2016.06.03,2016.08.09,,A,1.0,0.13,100.0,1.42,0.61,,,A,322.9,19.4,A,425.3,16.0,0.0
12,SE7_00068,A,2016.06.03,2016.06.03,2016.08.09,,A,1.0,0.14,100.0,1.55,0.64,,,A,323.1,19.7,A,425.4,16.1,450.2
13,SE7_00069,A,2016.06.03,2016.06.03,2016.08.09,,A,1.01,0.13,100.0,1.46,0.64,,,A,322.3,19.4,A,425.4,15.9,450.2
14,SE7_00070,A,2016.06.03,2016.06.03,2016.08.09,,A,1.09,0.17,100.0,1.76,0.68,,,A,321.8,19.4,A,425.4,15.8,450.2
15,SE7_00071,A,2016.06.03,2016.06.03,2016.08.09,,A,1.07,0.19,100.0,1.74,0.61,,,A,322.7,19.8,A,425.4,16.0,450.2
16,SE7_00072,A,2016.06.03,2016.06.03,2016.08.09,,A,1.06,0.15,100.0,1.79,0.72,,,A,321.8,19.4,A,425.4,15.9,450.3
17,SE7_00073,A,2016.06.03,2016.06.03,2016.08.09,,A,1.13,0.17,100.0,1.88,0.71,,,A,322.8,19.3,A,425.4,16.0,450.2
18,SE7_00074,A,2016.06.03,2016.06.03,2016.08.09,,A,1.12,0.19,100.0,1.93,0.64,,,A,321.6,20.8,A,425.2,17.7,450.2
19,SE7_00075,A,2016.06.03,2016.06.03,2016.08.09,,A,1.23,0.26,100.0,1.98,0.74,,,A,321.4,19.6,A,425.4,15.8,450.2
20,SE7_00076,A,2016.06.03,2016.06.03,2016.08.09,,A,1.11,0.16,100.0,1.67,0.69,,,A,322.2,19.5,A,425.5,15.8,450.3
21,SE7_00077,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.21,0.19,100.0,2.15,0.66,,,A,322.6,20.0,A,425.3,15.9,450.1
22,SE7_00078,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.17,0.18,100.0,2.1,0.71,,,A,319.5,19.2,A,425.3,15.6,450.1
23,SE7_00079,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.26,0.2,100.0,2.02,0.72,,,A,320.5,19.4,A,425.3,15.7,450.1
24,SE7_00080,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.32,0.24,100.0,2.31,0.7,,,A,323.5,20.1,A,425.3,16.1,450.1
25,SE7_00081,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.29,0.22,100.0,2.32,0.7,,,A,321.0,19.7,A,425.3,15.7,450.1
26,SE7_00082,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.24,0.17,100.0,1.88,0.74,,,A,321.7,19.7,A,425.3,15.7,450.1
27,SE7_00083,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.25,0.22,100.0,2.07,0.7,,,A,323.2,19.6,A,425.3,16.0,450.1
28,SE7_00084,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.2,0.2,100.0,1.88,0.67,,,A,322.1,19.9,A,425.4,15.9,450.1
29,SE7_00085,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.2,0.21,100.0,2.22,0.73,,,A,323.7,20.1,A,425.3,16.1,450.2
30,SE7_00086,A,2016.06.03,2016.06.03,2016.06.03,2016.06.05,A,1.26,0.23,100.0,2.44,0.66,,,A,323.9,19.3,A,425.4,15.3,450.1
31,SE6_00001,A,2016.05.31,2016.06.03,2016.07.06,,A,1.6,0.3,100.0,2.42,0.82,,,A,309.7,18.1,A,425.4,14.9,472.1
32,SE6_00002,A,2016.05.31,2016.06.03,2016.07.06,,A,1.36,0.26,100.0,2.03,0.74,,,A,300.9,15.5,A,425.6,13.4,472.1
33,SE6_00003,A,2016.05.31,2016.06.03,2016.07.06,,A,1.3,0.23,100.0,2.31,0.51,,,A,300.2,15.8,A,425.6,13.6,472.1
34,SE6_00004,A,2016.05.31,2016.06.03,2016.07.06,,A,1.19,0.19,100.0,1.83,0.69,,,A,302.8,16.3,A,425.6,14.1,472.2
35,SE6_00005,A,2016.05.31,2016.06.03,2016.07.06,,A,1.17,0.2,100.0,1.7,0.61,,,A,305.0,16.5,A,425.6,14.2,472.2
36,SE6_00006,A,2016.05.31,2016.06.03,2016.07.06,,A,1.18,0.19,100.0,1.66,0.57,,,A,308.5,16.8,A,425.6,14.6,472.2
37,SE6_00007,A,2016.05.31,2016.06.03,2016.07.06,,A,1.17,0.16,100.0,1.63,0.63,,,A,310.6,17.2,A,425.5,14.8,472.2
38,SE6_00008,A,2016.05.31,2016.06.03,2016.07.06,,A,1.21,0.24,100.0,2.04,0.52,,,A,313.4,17.5,A,425.6,14.9,472.2
39,SE6_00009,A,2016.05.31,2016.06.03,2016.07.06,,A,1.16,0.24,100.0,1.93,0.6,,,A,315.5,17.6,A,425.6,15.0,472.2
40,SE6_00010,A,2016.05.31,2016.06.03,2016.07.06,,A,1.18,0.25,100.0,2.06,0.6,,,A,316.6,17.9,A,425.6,15.2,472.3
41,SE6_00011,A,2016.05.31,2016.06.03,2016.07.05,,A,1.18,0.19,100.0,1.81,0.7,,,A,318.0,18.0,A,425.5,15.2,472.2
42,SE6_00012,A,2016.05.31,2016.06.03,2016.07.05,,A,1.15,0.2,100.0,1.77,0.49,,,A,319.0,18.0,A,425.5,15.2,472.2
43,SE6_00013,A,2016.05.31,2016.06.03,2016.07.05,,A,1.13,0.17,100.0,1.72,0.64,,,A,316.3,17.9,A,425.5,14.9,472.2
44,SE6_00014,A,2016.05.31,2016.06.03,2016.07.05,,A,1.15,0.2,100.0,1.88,0.59,,,A,319.7,18.4,A,425.5,15.3,472.2
45,SE6_00015,A,2016.05.31,2016.06.03,2016.07.05,,A,1.16,0.2,100.0,1.98,0.45,,,A,321.2,18.5,A,425.5,15.5,472.3
46,SE6_00016,A,2016.05.31,2016.06.03,2016.07.05,,A,1.15,0.22,100.0,1.89,0.59,,,A,321.0,18.7,A,425.5,15.5,472.2
47,SE6_00017,A,2016.05.31,2016.06.03,2016.07.05,,A,1.48,0.23,100.0,2.14,0.68,,,A,318.8,18.9,A,425.5,15.5,472.3
48,SE6_00018,A,2016.05.31,2016.06.03,2016.07.05,,A,1.46,0.25,100.0,2.1,0.63,,,A,320.6,18.9,A,425.5,15.6,472.3
49,SE6_00019,A,2016.05.31,2016.06.03,2016.07.05,,A,1.24,0.19,100.0,1.68,0.69,,,A,320.2,18.9,A,425.5,15.5,472.3
50,SE6_00020,A,2016.05.31,2016.06.03,2016.07.05,,A,1.21,0.24,100.0,1.84,0.38,,,A,321.1,19.1,A,425.5,15.8,472.3
51,SE6_00021,A,2016.05.31,2016.06.03,2016.07.05,,A,1.2,0.2,100.0,1.87,0.59,,,A,320.5,19.2,A,425.5,15.7,472.3
52,SE6_00022,A,2016.05.31,2016.06.03,2016.07.05,,A,1.22,0.23,100.0,3.63,0.56,,,A,321.1,19.2,A,425.6,15.8,472.4
53,SE6_00023,A,2016.05.31,2016.06.03,2016.06.23,,A,1.22,0.18,100.0,1.97,0.75,,,A,321.0,19.1,A,425.4,15.8,472.2
54,SE6_00024,A,2016.05.31,2016.06.03,2016.06.23,,A,1.18,0.2,100.0,1.93,0.7,,,A,321.8,19.2,A,425.4,15.9,472.2
55,SE6_00025,A,2016.05.31,2016.06.03,2016.06.23,,A,1.18,0.2,100.0,1.93,0.63,,,A,319.7,18.8,A,425.4,15.6,472.2
56,SE6_00026,A,2016.05.31,2016.06.03,2016.06.23,,A,1.17,0.17,100.0,1.79,0.65,,,A,321.6,19.2,A,425.4,15.9,472.2
57,SE6_00027,A,2016.05.31,2016.06.03,2016.06.23,,A,1.15,0.18,100.0,1.88,0.65,,,A,318.8,18.8,A,425.5,15.5,472.2
58,SE6_00028,A,2016.05.31,2016.06.03,2016.06.23,,A,1.19,0.22,100.0,2.2,0.62,,,A,321.6,19.4,A,425.4,15.9,472.2
59,SE6_00029,A,2016.05.31,2016.06.03,2016.06.23,,A,1.22,0.18,100.0,1.66,0.69,,,A,319.1,19.2,A,425.4,15.7,472.2
60,SE6_00030,A,2016.05.31,2016.06.03,2016.06.23,,A,1.18,0.16,100.0,1.8,0.75,,,A,318.7,19.6,A,425.4,15.7,472.2
61,SE6_00031,A,2016.05.31,2016.06.03,2016.06.22,,A,1.16,0.17,100.0,1.92,0.48,,,A,315.2,18.0,A,425.6,15.1,472.3
62,SE6_00032,A,2016.05.31,2016.06.03,2016.06.22,,A,1.26,0.2,100.0,1.94,0.41,,,A,319.5,18.5,A,425.7,15.4,472.4
63,SE6_00033,A,2016.05.31,2016.06.03,2016.06.22,,A,1.22,0.2,100.0,1.93,0.65,,,A,319.8,18.0,A,425.6,15.2,472.3
64,SE6_00034,A,2016.05.31,2016.06.03,2016.06.22,,A,1.13,0.18,100.0,2.05,0.7,,,A,319.6,18.1,A,425.7,15.2,472.4
65,SE6_00035,A,2016.05.31,2016.06.03,2016.06.22,,A,1.14,0.16,100.0,1.68,0.66,,,A,321.6,19.2,A,425.6,15.7,472.4
66,SE6_00036,A,2016.05.31,2016.06.03,2016.06.22,,A,1.16,0.16,100.0,1.94,0.68,,,A,320.6,18.7,A,425.6,15.5,472.4
67,SE6_00037,A,2016.05.31,2016.06.03,2016.06.22,,A,1.15,0.17,100.0,1.91,0.65,,,A,318.4,18.5,A,425.6,15.3,472.4
68,SE6_00038,A,2016.05.31,2016.06.03,2016.06.22,,A,1.32,0.16,100.0,2.38,0.8,,,A,320.5,19.1,A,425.6,15.7,472.4
69,SE6_00039,A,2016.05.31,2016.06.03,2016.06.22,,A,1.26,0.22,100.0,2.52,0.59,,,A,320.5,19.1,A,425.6,15.8,472.4
70,SE6_00040,A,2016.05.31,2016.06.03,2016.06.22,,A,1.14,0.18,100.0,1.7,0.7,,,A,320.6,18.9,A,425.5,15.7,0.0
71,SE6_00041,A,2016.05.31,2016.06.03,2016.06.22,,A,1.14,0.15,100.0,1.47,0.69,,,A,318.3,18.4,A,425.6,15.4,472.4
72,SE6_00042,A,2016.05.31,2016.06.03,2016.06.22,,A,1.16,0.16,100.0,1.92,0.73,,,A,320.4,18.5,A,425.6,15.6,472.4
73,SE6_00043,A,2016.05.31,2016.06.03,2016.06.22,,A,1.17,0.18,100.0,1.71,0.73,,,A,319.7,18.3,A,425.6,15.5,472.4
74,SE6_00044,B,2016.05.31,2016.06.03,2016.06.22,,A,1.11,0.18,100.0,1.73,0.63,,,A,317.4,18.0,A,425.7,15.3,472.4
75,SE6_00045,A,2016.05.31,2016.06.03,2016.06.22,,A,1.11,0.19,100.0,2.17,0.63,,,A,318.5,19.1,A,425.1,15.7,471.5
76,SE6_00046,A,2016.05.31,2016.06.03,2016.06.22,,A,1.11,0.14,100.0,1.57,0.64,,,A,318.3,18.1,A,425.7,15.2,472.4
77,SE6_00047,A,2016.05.31,2016.06.03,2016.06.20,,A,1.06,0.18,100.0,1.7,0.4,,,A,319.2,18.4,A,425.6,15.4,472.3
78,SE6_00048,A,2016.05.31,2016.06.03,2016.06.20,,A,1.06,0.21,100.0,1.71,0.35,,,A,319.4,18.5,A,425.6,15.4,472.3
79,SE6_00049,A,2016.05.31,2016.06.03,2016.06.20,,A,1.04,0.16,100.0,1.62,0.32,,,A,318.4,18.4,A,425.6,15.5,472.3
80,SE6_00050,C,2016.05.31,2016.06.03,2016.06.20,,A,1.07,0.2,100.0,1.84,0.33,,,A,320.0,18.7,A,425.6,15.6,472.4
81,SE6_00051,A,2016.05.31,2016.06.03,2016.06.20,,A,1.15,0.18,100.0,1.81,0.39,,,A,320.1,18.5,A,425.7,15.7,472.4
82,SE6_00052,A,2016.05.31,2016.06.03,2016.06.20,,A,1.22,0.2,100.0,1.74,0.38,,,A,313.6,18.1,A,425.7,15.2,472.4
83,SE6_00053,A,2016.05.31,2016.06.03,2016.06.20,,A,1.24,0.2,100.0,1.88,0.44,,,A,318.4,18.4,A,425.7,15.4,472.4
84,SE6_00054,A,2016.05.31,2016.06.03,2016.06.20,,A,1.15,0.16,100.0,2.08,0.58,,,A,318.9,18.3,A,425.7,15.5,472.4
85,SE6_00055,C,2016.05.31,2016.06.03,2016.06.20,,A,1.47,0.29,100.0,3.97,0.49,,,A,306.1,16.3,A,425.8,14.0,472.4
86,SE6_00056,A,2016.05.31,2016.06.03,2016.06.17,,A,1.55,0.25,100.0,3.02,1.09,,,A,290.1,15.4,A,425.7,13.1,472.3
87,SE6_00057,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,B,1.49,0.28,98.9,2.77,0.88,,,A,289.6,15.9,A,425.7,13.3,472.3
88,SE6_00058,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.4,0.24,100.0,2.49,0.87,,,A,292.9,16.3,A,425.7,13.5,472.2
89,SE6_00059,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.4,0.23,100.0,2.25,0.77,,,A,297.2,16.6,A,425.7,13.8,472.2
90,SE6_00060,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.38,0.24,100.0,2.26,0.81,,,A,298.7,17.0,A,425.7,13.8,472.3
91,SE6_00061,B,2016.05.31,2016.06.03,2016.06.17,,A,1.22,0.2,100.0,1.99,0.79,,,A,302.6,17.3,A,425.6,14.1,472.3
92,SE6_00062,B,2016.05.31,2016.06.03,2016.06.17,,A,1.28,0.2,100.0,3.35,0.78,,,A,305.7,17.3,A,425.8,14.3,472.4
93,SE6_00063,B,2016.05.31,2016.06.03,2016.06.17,,B,1.41,0.37,98.9,2.7,0.8,,,A,301.5,17.2,A,425.8,13.8,472.4
94,SE6_00064,B,2016.05.31,2016.06.03,2016.06.16,,B,1.46,0.42,98.5,4.85,0.9,,,A,303.7,17.1,A,425.7,14.0,472.3
95,SE6_00065,B,2016.05.31,2016.06.03,2016.06.16,,A,1.25,0.29,99.5,3.22,0.82,,,A,305.5,17.3,A,425.7,14.1,472.3
96,SE6_00066,B,2016.05.31,2016.06.03,2016.06.16,,A,1.2,0.27,100.0,3.18,0.77,,,A,307.3,17.6,A,425.6,14.2,472.3
97,SE6_00067,B,2016.05.31,2016.06.03,2016.06.16,,A,1.33,0.42,99.0,2.68,0.62,,,A,308.1,17.4,A,425.6,14.2,472.2
98,SE6_00068,B,2016.05.31,2016.06.03,2016.06.16,,B,1.31,0.44,98.4,5.47,0.68,,,A,310.8,18.0,A,425.7,14.5,472.3
99,SE6_00069,B,2016.05.31,2016.06.03,2016.06.16,,B,1.34,0.47,97.0,3.34,0.71,,,A,313.4,18.0,A,425.6,14.8,472.3
100,SE6_00070,B,2016.05.31,2016.06.03,2016.06.16,,A,1.28,0.42,99.0,2.61,0.72,,,A,313.1,17.7,A,425.7,14.6,472.4
101,SE6_00071,B,2016.05.31,2016.06.03,2016.06.16,,A,1.2,0.4,99.5,3.19,0.62,,,A,310.9,18.6,A,425.6,15.9,472.3
102,SE6_00072,B,2016.05.31,2016.06.03,2016.06.16,,B,1.35,0.48,98.0,3.29,0.71,,,A,313.8,17.9,A,425.6,14.6,472.4
103,SE6_00073,B,2016.05.31,2016.06.03,2016.06.15,,A,1.29,0.42,99.4,2.7,0.65,,,A,312.1,17.6,A,425.7,14.5,472.4
104,SE6_00074,C,2016.05.31,2016.06.03,2016.06.15,,C,1.37,0.54,94.5,3.4,0.82,,,A,311.6,17.5,A,425.6,14.4,472.3
105,SE6_00075,B,2016.05.31,2016.06.03,2016.06.15,,A,1.28,0.43,100.0,3.07,0.82,,,A,313.6,17.6,A,425.7,14.5,472.3
106,SE6_00076,B,2016.05.31,2016.06.03,2016.06.15,,A,1.16,0.3,100.0,2.33,0.67,,,A,317.6,18.2,A,425.6,15.1,472.3
107,SE6_00077,B,2016.05.31,2016.06.03,2016.06.03,,A,0.9,0.18,100.0,1.66,0.58,,,A,319.9,19.2,A,425.5,15.7,472.2
108,SE6_00078,B,2016.05.31,2016.06.03,2016.06.03,,A,1.1,0.17,100.0,2.03,0.72,,,A,302.8,17.5,A,425.5,15.7,472.4
109,SE6_00079,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.2,0.24,100.0,2.28,0.81,,,A,288.4,14.4,A,425.7,12.5,472.2
110,SE6_00080,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.07,0.23,100.0,152.95,0.69,,,A,288.3,14.9,A,425.7,12.6,472.3
111,SE6_00081,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.05,0.25,100.0,201.1,0.64,,,A,290.8,15.4,A,425.7,12.9,472.2
112,SE6_00082,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,1.06,0.22,100.0,1.94,0.66,,,A,295.2,15.9,A,425.7,13.1,472.3
113,SE6_00083,A,2016.05.31,2016.06.03,2016.06.03,2016.06.05,A,0.98,0.2,100.0,1.95,0.63,,,A,296.4,15.8,A,425.7,13.3,472.3
114,SE6_00084,B,2016.05.31,2016.06.03,2016.06.03,,A,0.97,0.17,100.0,2.0,0.62,,,A,297.3,15.9,A,425.7,13.3,472.4
