,FoilID,Total_Grade,printingDay,toKobeday,QCday,toCERNday,R_grade,R_mean[Mohm/sq],R_rms,GoodRatio[%],Max,Min,ratio_mu[CH/JP],ratio_rms[CH/JP],width_grade,width_mean[um],width_rms,pitch_grade,pitch_mean[um],pitch_rms,eta[mm]
234,LS6_00075,A,2016.05.18,2016.05.21,2016.05.24,,A,1.25,0.13,100.0,2.26,0.1,,,A,315.9,15.7,A,450.6,13.4,0.0
235,LS6_00076,A,2016.05.18,2016.05.21,2016.05.24,,A,1.28,0.16,100.0,2.38,0.1,,,A,315.0,16.0,A,450.6,13.4,0.0
236,LS6_00077,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.13,100.0,1.98,0.1,,,A,315.1,15.3,A,450.6,13.0,0.0
237,LS6_00078,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.18,99.6,2.77,0.1,,,A,314.5,16.0,A,450.6,13.3,0.0
238,LS6_00079,A,2016.05.18,2016.05.21,2016.05.23,,A,1.22,0.2,99.6,3.14,0.1,,,A,314.2,16.2,A,450.6,13.4,0.0
239,LS6_00080,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.13,100.0,1.75,0.1,,,A,313.4,16.5,A,450.5,13.5,0.0
240,LS6_00081,A,2016.05.18,2016.05.21,2016.05.23,,A,1.2,0.15,100.0,1.95,0.1,,,A,313.7,16.2,A,450.6,13.3,0.0
241,LS6_00082,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.15,100.0,2.71,0.1,,,A,313.9,15.7,A,450.6,13.3,0.0
242,LS6_00083,A,2016.05.18,2016.05.21,2016.05.23,,A,1.18,0.13,100.0,2.06,0.1,,,A,313.5,15.7,A,450.6,13.3,0.0
243,LS6_00084,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.15,100.0,2.17,0.1,,,A,313.8,16.1,A,450.6,13.3,0.0
244,LS6_00085,A,2016.05.18,2016.05.21,2016.05.23,,A,1.21,0.17,99.3,2.44,0.1,,,A,315.5,16.0,A,450.6,13.4,0.0
245,LE7_00011,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.09,0.16,100.0,1.8,0.1,,,A,314.7,16.1,A,450.5,13.2,480.1
246,LE7_00012,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.06,0.13,100.0,1.71,0.1,,,A,313.8,16.0,A,450.5,13.1,480.0
247,LE7_00013,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.08,0.15,99.6,2.78,0.1,,,A,316.4,15.8,A,450.5,13.2,480.1
248,LE7_00014,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.11,0.13,100.0,1.64,0.1,,,A,317.5,16.1,A,450.5,13.3,480.1
249,LE7_00015,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.1,0.15,100.0,1.82,0.1,,,A,315.4,15.7,A,450.5,13.2,480.1
250,LE7_00016,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.12,0.15,100.0,1.98,0.1,,,A,316.3,16.1,A,450.5,13.2,480.1
251,LE7_00017,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.09,0.13,100.0,1.65,0.1,,,A,317.6,15.4,A,450.5,12.9,480.1
252,LE7_00018,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.15,0.16,100.0,2.37,0.1,,,A,318.2,15.9,A,450.5,13.3,480.1
253,LE7_00019,A,2016.05.19,2016.05.21,2016.05.22,2016.05.24,A,1.16,0.12,100.0,2.51,0.1,,,A,318.7,16.0,A,450.4,13.2,480.1
254,LE7_00020,A,2016.05.19,2016.05.21,2016.07.12,2016.05.24,A,1.15,0.22,100.0,3.11,0.1,,,A,317.7,16.2,A,450.5,13.3,480.0
255,LE7_00046,A,2016.05.19,2016.05.21,2016.08.02,,A,1.27,0.22,100.0,2.18,0.82,,,A,321.1,16.4,A,450.6,13.4,480.2
256,LE7_00047,A,2016.05.19,2016.05.21,2016.08.02,,A,1.2,0.18,100.0,2.16,0.71,,,A,321.4,16.0,A,450.6,13.4,480.2
257,LE7_00048,A,2016.05.19,2016.05.21,2016.08.02,,A,1.21,0.2,100.0,1.98,0.8,,,A,321.3,16.0,A,450.6,13.4,480.2
258,LE7_00049,A,2016.05.19,2016.05.21,2016.08.02,,A,1.21,0.18,100.0,2.11,0.73,,,A,319.8,16.4,A,450.6,13.3,480.1
259,LE7_00050,A,2016.05.19,2016.05.21,2016.08.02,,A,1.24,0.17,100.0,2.14,0.73,,,A,321.7,15.9,A,450.6,13.4,480.1
260,LE7_00051,A,2016.05.19,2016.05.21,2016.07.27,,A,1.17,0.14,100.0,1.76,0.78,,,A,321.4,15.7,A,450.5,13.3,480.1
261,LE7_00052,A,2016.05.19,2016.05.21,2016.07.27,,A,1.15,0.13,100.0,1.66,0.73,,,A,321.6,15.8,A,450.5,13.4,480.1
262,LE7_00053,A,2016.05.19,2016.05.21,2016.07.27,,A,1.29,0.19,100.0,1.95,0.75,,,A,327.6,16.4,A,450.5,13.6,480.2
263,LE7_00054,A,2016.05.19,2016.05.21,2016.07.26,,A,1.2,0.16,100.0,1.86,0.84,,,A,320.6,15.8,A,450.6,13.3,480.2
264,LE7_00055,A,2016.05.19,2016.05.21,2016.07.26,,A,1.16,0.16,100.0,1.8,0.75,,,A,320.7,15.8,A,450.5,13.3,480.2
265,LE7_00056,A,2016.05.19,2016.05.21,2016.07.26,,A,1.13,0.18,100.0,1.72,0.76,,,A,321.5,15.7,A,450.6,13.4,480.3
266,LE7_00057,A,2016.05.19,2016.05.21,2016.07.26,,A,1.15,0.14,100.0,1.65,0.71,,,A,321.6,16.3,A,450.7,13.4,480.3
267,LE7_00058,A,2016.05.19,2016.05.21,2016.07.19,,A,1.18,0.18,100.0,1.82,0.78,,,A,321.8,16.1,A,450.7,13.5,480.3
268,LE7_00059,A,2016.05.19,2016.05.21,2016.07.19,,A,1.13,0.17,100.0,1.73,0.63,,,A,317.4,16.6,A,450.6,13.3,480.3
269,LE7_00060,A,2016.05.19,2016.05.21,2016.07.14,,A,1.14,0.16,100.0,1.86,0.73,,,A,321.0,15.9,A,450.4,13.4,480.1
270,LE7_00061,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.18,100.0,1.75,0.7,,,A,321.4,16.1,A,450.5,13.4,480.2
271,LE7_00062,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.16,100.0,1.78,0.57,,,A,321.0,16.3,A,450.5,13.5,480.2
272,LE7_00063,A,2016.05.19,2016.05.21,2016.07.14,,A,1.11,0.15,100.0,1.61,0.61,,,A,320.5,16.1,A,450.5,13.4,480.2
273,LE7_00064,B,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.15,100.0,1.6,0.76,,,A,321.9,15.9,A,450.6,13.5,480.2
274,LE7_00065,A,2016.05.19,2016.05.21,2016.07.14,,A,1.13,0.19,100.0,1.84,0.47,,,A,321.4,16.3,A,450.6,13.5,480.3
275,LE7_00066,A,2016.05.19,2016.05.21,2016.07.14,,A,1.19,0.2,100.0,1.95,0.65,,,A,321.5,16.4,A,450.5,13.5,480.2
276,LE7_00067,A,2016.05.19,2016.05.21,2016.07.13,,A,1.12,0.15,100.0,1.7,0.61,,,A,322.1,15.7,A,450.5,13.1,480.1
277,LE7_00068,A,2016.05.19,2016.05.21,2016.07.13,,A,1.08,0.16,100.0,1.58,0.68,,,A,319.0,16.7,A,450.4,13.4,480.0
278,LE7_00069,A,2016.05.19,2016.05.21,2016.07.13,,A,1.03,0.24,100.0,1.77,0.54,,,A,321.4,17.8,A,450.6,13.4,480.2
279,LE7_00070,A,2016.05.19,2016.05.21,2016.07.13,,A,1.22,0.18,100.0,1.9,0.72,,,A,324.1,15.7,A,450.6,13.5,480.2
280,LE7_00071,A,2016.05.19,2016.05.21,2016.07.13,,A,1.08,0.13,100.0,1.6,0.71,,,A,319.3,16.3,A,450.6,13.3,480.2
281,LE7_00072,C,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.15,100.0,1.73,0.8,,,A,320.5,17.0,A,450.6,14.0,480.2
282,LE7_00073,A,2016.05.19,2016.05.21,2016.07.13,,A,1.12,0.15,100.0,1.75,0.72,,,A,318.3,16.2,A,450.6,13.3,480.2
283,LE7_00074,A,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.16,100.0,1.78,0.74,,,A,321.1,16.1,A,450.5,13.5,480.2
284,LE7_00075,A,2016.05.19,2016.05.21,2016.07.13,,A,1.14,0.15,100.0,1.64,0.77,,,A,321.0,16.0,A,450.6,13.4,480.2
285,LE7_00076,A,2016.05.19,2016.05.21,2016.07.13,,A,1.13,0.13,100.0,1.56,0.78,,,A,321.1,15.9,A,450.7,13.4,480.3
286,LE7_00077,A,2016.05.19,2016.05.21,2016.07.13,,A,1.13,0.18,99.6,2.73,0.64,,,A,320.5,16.3,A,450.7,13.4,480.3
287,LE7_00078,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.2,100.0,1.92,0.59,,,A,322.0,15.9,A,450.5,13.4,480.2
288,LE7_00079,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.15,100.0,1.93,0.63,,,A,321.6,16.7,A,450.2,13.6,479.7
289,LE7_00080,A,2016.05.19,2016.05.21,2016.07.12,,A,1.18,0.16,100.0,1.68,0.56,,,A,321.5,16.1,A,450.5,13.4,480.2
290,LE7_00081,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.19,100.0,1.84,0.6,,,A,319.8,16.4,A,450.6,13.4,480.2
291,LE7_00082,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.24,99.6,3.91,0.36,,,A,321.9,16.6,A,450.6,13.5,480.2
292,LE7_00083,A,2016.05.19,2016.05.21,2016.07.12,,A,1.15,0.16,100.0,1.93,0.57,,,A,320.7,16.5,A,450.6,13.5,480.3
293,LE7_00084,A,2016.05.19,2016.05.21,2016.07.12,,A,1.16,0.2,100.0,1.72,0.56,,,A,321.1,16.3,A,450.7,13.5,480.3
294,LE7_00085,A,2016.05.19,2016.05.21,2016.07.12,,A,1.21,0.19,100.0,1.76,0.61,,,A,325.9,16.4,A,450.7,13.6,480.3
295,LE6_00001,A,2016.05.18,2016.05.21,2016.06.08,,A,0.88,0.16,100.0,1.56,0.52,,,A,299.9,15.3,A,450.6,13.1,485.2
296,LE6_00005,A,2016.05.18,2016.05.21,2016.05.21,,A,1.02,0.18,100.0,2.39,0.1,,,A,286.8,15.3,A,450.5,13.1,485.1
297,LE6_00010,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.83,0.15,99.6,1.89,0.1,,,A,300.8,15.7,A,450.6,13.0,485.2
298,LE6_00019,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.06,100.0,0.92,0.1,,,A,312.1,16.2,A,450.6,13.1,485.2
299,LE6_00023,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.75,0.19,100.0,2.25,0.1,,,A,312.9,16.3,A,450.6,13.4,485.2
300,LE6_00032,A,2016.05.18,2016.05.21,2016.06.14,,A,0.74,0.07,100.0,1.35,0.49,,,A,314.3,16.2,A,450.4,13.2,485.1
301,LE6_00034,A,2016.05.18,2016.05.21,2016.07.11,,A,0.84,0.15,100.0,1.48,0.4,,,A,314.5,16.4,A,450.6,13.4,485.2
302,LE6_00035,A,2016.05.18,2016.05.21,2016.07.11,,A,0.78,0.13,100.0,1.43,0.38,,,A,312.6,16.4,A,450.6,13.2,485.3
303,LE6_00036,A,2016.05.18,2016.05.21,2016.07.11,,A,0.82,0.17,100.0,1.78,0.41,,,A,315.2,16.3,A,450.6,13.4,485.3
304,LE6_00037,A,2016.05.18,2016.05.21,2016.07.11,,A,0.84,0.15,100.0,1.63,0.37,,,A,314.8,16.2,A,450.6,13.3,485.3
305,LE6_00038,A,2016.05.18,2016.05.21,2016.07.11,,A,0.86,0.19,100.0,1.66,0.4,,,A,314.4,16.2,A,450.7,13.3,485.3
306,LE6_00039,A,2016.05.18,2016.05.21,2016.07.11,,A,0.82,0.16,100.0,1.65,0.37,,,A,316.1,16.1,A,450.6,13.0,485.3
307,LE6_00040,A,2016.05.18,2016.05.21,2016.07.11,,A,0.86,0.18,100.0,1.78,0.43,,,A,316.6,16.1,A,450.7,13.3,485.4
308,LE6_00041,A,2016.05.18,2016.05.21,2016.07.11,,A,0.88,0.2,100.0,1.76,0.31,,,A,315.3,16.5,A,450.7,13.4,485.3
309,LE6_00042,A,2016.05.18,2016.05.21,2016.07.08,,A,0.82,0.14,100.0,1.38,0.44,,,A,315.2,16.2,A,450.6,13.3,485.2
310,LE6_00043,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.11,100.0,1.19,0.41,,,A,314.8,16.3,A,450.6,13.3,485.2
311,LE6_00044,A,2016.05.18,2016.05.21,2016.07.08,,A,0.82,0.15,100.0,1.57,0.37,,,A,315.8,16.1,A,450.6,13.4,485.2
312,LE6_00045,A,2016.05.18,2016.05.21,2016.07.08,,A,0.81,0.14,100.0,1.37,0.37,,,A,313.2,16.2,A,450.6,13.2,485.2
313,LE6_00046,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.13,100.0,1.28,0.4,,,A,310.9,16.1,A,450.6,13.2,485.3
314,LE6_00047,A,2016.05.18,2016.05.21,2016.07.08,,A,0.81,0.14,100.0,1.52,0.37,,,A,314.1,16.1,A,450.6,13.3,485.2
315,LE6_00048,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.15,100.0,1.6,0.38,,,A,314.0,16.2,A,450.6,13.3,485.2
316,LE6_00049,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.16,100.0,1.76,0.41,,,A,313.5,16.2,A,450.6,13.2,485.2
317,LE6_00050,A,2016.05.18,2016.05.21,2016.07.08,,A,0.75,0.12,100.0,1.28,0.38,,,A,312.9,16.0,A,450.5,13.2,485.2
318,LE6_00051,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.13,100.0,1.35,0.37,,,A,312.9,16.9,A,450.5,14.1,485.2
319,LE6_00052,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.14,100.0,1.75,0.36,,,A,308.7,16.9,A,450.6,13.3,485.2
320,LE6_00053,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.12,100.0,1.42,0.4,,,A,312.7,16.3,A,450.6,13.2,485.2
321,LE6_00054,A,2016.05.18,2016.05.21,2016.07.08,,A,0.74,0.11,100.0,1.32,0.39,,,A,312.6,15.9,A,450.6,13.3,485.2
322,LE6_00055,A,2016.05.18,2016.05.21,2016.07.08,,A,0.71,0.1,100.0,1.26,0.36,,,A,312.1,16.2,A,450.6,13.3,485.3
323,LE6_00056,A,2016.05.18,2016.05.21,2016.07.08,,A,0.76,0.16,100.0,1.66,0.36,,,A,312.8,16.0,A,450.6,13.3,485.3
324,LE6_00057,A,2016.05.18,2016.05.21,2016.07.08,,A,0.79,0.18,100.0,1.92,0.38,,,A,313.5,16.3,A,450.6,13.3,485.2
325,LE6_00058,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.16,100.0,1.63,0.34,,,A,313.0,16.1,A,450.6,13.3,485.3
326,LE6_00059,A,2016.05.18,2016.05.21,2016.07.08,,A,0.73,0.1,100.0,1.18,0.4,,,A,314.0,16.6,A,450.6,14.2,485.3
327,LE6_00060,A,2016.05.18,2016.05.21,2016.07.08,,A,0.74,0.12,100.0,1.27,0.32,,,A,314.0,16.0,A,450.7,13.4,485.3
328,LE6_00061,A,2016.05.18,2016.05.21,2016.07.08,,A,0.78,0.1,100.0,1.24,0.39,,,A,312.2,16.3,A,450.6,13.3,485.3
329,LE6_00062,A,2016.05.18,2016.05.21,2016.07.08,,A,0.8,0.13,100.0,1.91,0.4,,,A,314.9,16.3,A,450.7,13.4,485.4
330,LE6_00063,A,2016.05.18,2016.05.21,2016.07.08,,A,0.77,0.14,100.0,2.06,0.43,,,A,315.0,16.2,A,450.7,13.5,485.3
331,LE6_00064,A,2016.05.18,2016.05.21,2016.07.07,,A,0.78,0.14,100.0,1.5,0.38,,,A,312.7,16.6,A,450.6,13.4,485.3
332,LE6_00065,A,2016.05.18,2016.05.21,2016.07.07,,A,0.78,0.14,100.0,1.5,0.42,,,A,314.5,16.5,A,450.6,13.5,485.3
333,LE6_00066,A,2016.05.18,2016.05.21,2016.06.14,,A,0.79,0.18,100.0,1.94,0.49,,,A,312.3,16.2,A,450.7,13.3,485.3
334,LE6_00067,A,2016.05.18,2016.05.21,2016.06.14,,A,0.78,0.18,100.0,28.95,0.52,,,A,313.6,16.1,A,450.7,13.4,485.4
335,LE6_00068,A,2016.05.18,2016.05.21,2016.06.08,,A,0.75,0.1,100.0,1.22,0.52,,,A,309.5,16.4,A,450.6,13.3,485.2
336,LE6_00069,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.11,100.0,1.48,0.1,,,A,312.8,15.9,A,450.5,13.1,485.1
337,LE6_00070,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.1,100.0,1.34,0.53,,,A,314.5,17.3,A,450.6,14.7,485.2
338,LE6_00071,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.73,0.13,100.0,2.24,0.1,,,A,312.1,16.2,A,450.5,13.4,485.1
339,LE6_00072,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.73,0.11,99.6,1.87,0.1,,,A,312.3,15.9,A,450.5,13.3,485.1
340,LE6_00073,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.72,0.07,100.0,1.16,0.1,,,A,313.2,16.7,A,450.5,13.4,485.2
341,LE6_00074,A,2016.05.18,2016.05.21,2016.06.08,,A,0.76,0.1,100.0,1.34,0.56,,,A,316.9,16.0,A,450.6,13.4,485.2
342,LE6_00075,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.74,0.09,100.0,1.51,0.1,,,A,314.4,16.4,A,450.5,13.5,485.2
343,LE6_00076,A,2016.05.18,2016.05.21,2016.05.21,2016.05.24,A,0.79,0.14,100.0,2.34,0.1,,,A,317.7,16.2,A,450.5,13.4,485.1
344,LE6_00077,A,2016.05.18,2016.05.21,2016.06.08,,A,0.81,0.14,100.0,1.44,0.58,,,A,314.5,16.5,A,450.6,13.4,485.3
345,LE6_00078,B,2016.05.18,2016.05.21,2016.05.21,2016.05.24,B,0.73,0.18,98.7,2.38,0.1,,,A,307.9,17.1,A,450.4,14.0,485.1
346,LE6_00079,A,2016.05.18,2016.05.21,2016.06.08,,A,0.75,0.1,100.0,1.23,0.45,,,A,312.8,16.9,A,450.6,13.5,485.2
347,LE6_00080,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.11,100.0,1.38,0.5,,,A,312.9,16.2,A,450.6,13.3,485.2
348,LE6_00081,A,2016.05.18,2016.05.21,2016.06.08,,A,0.82,0.18,100.0,1.81,0.5,,,A,312.1,16.4,A,450.6,13.3,485.2
349,LE6_00082,A,2016.05.18,2016.05.21,2016.06.08,,A,0.76,0.11,100.0,1.46,0.53,,,A,312.8,16.4,A,450.6,13.4,485.2
350,LE6_00083,A,2016.05.18,2016.05.21,2016.06.08,,A,0.77,0.1,100.0,1.16,0.52,,,A,313.4,16.1,A,450.6,13.4,485.3
351,LE6_00084,A,2016.05.18,2016.05.21,2016.06.08,,A,0.81,0.14,100.0,1.54,0.51,,,A,313.3,16.4,A,450.6,13.5,485.2
352,LE6_00085,A,2016.05.18,2016.05.21,2016.06.08,,A,0.78,0.08,100.0,1.17,0.57,0.530000,0.270000,A,311.9,17.1,A,450.5,14.2,485.1
